0.084025,0.039445,0.078314,0.079848,0.091168,0.019755,0.033519,0.076828,0.027776,0.055401,0.047741,0.062888,0.036484,0.051334,0.095219,0.091623,0.063574,0.071727,0.014158,0.060702,0.001629,0.024291,0.013721,0.080417,0.015669,0.040090,0.012979,0.010880,0.099892,0.021833,0.051300,0.083911,0.061276,0.029604,0.063749,0.052426,0.049362,0.097280,0.029257,0.077131,0.052686,0.076992,0.040022,0.089149,0.028333,0.035248,0.080765,0.091904,0.006977,0.094934,0.052604,0.008611,0.019223,0.066316,0.089031,0.034888,0.006410,0.002001,0.045769,0.006302,0.023826,0.097065,0.090212,0.085089,0.026665,0.053973,0.037525,0.076024,0.051257,0.066779,0.053160,0.003931,0.043768,0.093189,0.093075,0.072097,0.028435,0.073853,0.063999,0.035399,0.068786,0.016595,0.044011,0.088004,0.082919,0.033035,0.022901,0.089341,0.035034,0.068670,0.095651,0.058868,0.065728,0.085868,0.043950,0.092393,0.039847,0.081477,0.068422,0.091102,
0.048256,0.021590,0.095027,0.092016,0.014769,0.088106,0.064106,0.043200,0.061960,0.028107,0.078597,0.030743,0.044706,0.022609,0.018749,0.027626,0.055640,0.041647,0.016956,0.090680,0.010314,0.012614,0.049540,0.076052,0.098469,0.093500,0.068449,0.038315,0.074977,0.036866,0.029419,0.023223,0.058453,0.024438,0.015237,0.073218,0.012551,0.079352,0.016418,0.074506,0.007455,0.095013,0.005254,0.052154,0.017623,0.024009,0.079779,0.073268,0.065659,0.096741,0.063950,0.075969,0.009343,0.013486,0.052022,0.007817,0.006987,0.020469,0.046140,0.081961,0.057336,0.075557,0.005199,0.015787,0.099997,0.020433,0.088992,0.012552,0.099788,0.005406,0.087054,0.007240,0.000416,0.092308,0.059384,0.018041,0.016317,0.039169,0.091302,0.081962,0.035911,0.055246,0.057948,0.045253,0.068735,0.009967,0.053084,0.075732,0.030427,0.099223,0.057697,0.087759,0.074774,0.062891,0.003543,0.074777,0.083328,0.092537,0.087328,0.083101,
0.097942,0.074376,0.090339,0.098360,0.066689,0.049721,0.016407,0.083000,0.088894,0.007699,0.064971,0.024800,0.062950,0.022914,0.070062,0.031688,0.032877,0.023141,0.007421,0.063304,0.022365,0.065112,0.051067,0.097148,0.028005,0.054610,0.071925,0.011333,0.047147,0.059255,0.094429,0.045090,0.033631,0.084772,0.043450,0.000319,0.034491,0.059847,0.083321,0.023389,0.067545,0.048296,0.048197,0.030493,0.071208,0.018255,0.062185,0.004085,0.041403,0.069600,0.067396,0.063765,0.034714,0.018467,0.060912,0.062716,0.073073,0.032837,0.074042,0.020221,0.092098,0.068470,0.065311,0.025729,0.053249,0.008761,0.026051,0.087733,0.068610,0.009371,0.011128,0.036161,0.057674,0.059319,0.066659,0.028878,0.077575,0.028832,0.032963,0.018973,0.098438,0.000353,0.082742,0.033147,0.018814,0.043650,0.095863,0.091890,0.076489,0.069900,0.012115,0.068578,0.038385,0.077423,0.094304,0.091633,0.086191,0.020354,0.079365,0.054801,
0.029731,0.090496,0.090976,0.087399,0.049812,0.057618,0.016286,0.027385,0.086464,0.049239,0.046371,0.084891,0.049601,0.029104,0.018046,0.068420,0.072752,0.013906,0.060309,0.049240,0.083811,0.072426,0.017815,0.022199,0.049853,0.012126,0.013825,0.036043,0.032478,0.093185,0.090846,0.062211,0.083681,0.081818,0.049604,0.033495,0.039430,0.065874,0.060885,0.025891,0.015119,0.007256,0.010781,0.064717,0.036360,0.028820,0.033139,0.009113,0.042739,0.093453,0.058361,0.026547,0.065875,0.076178,0.048742,0.015726,0.088302,0.062565,0.051768,0.020784,0.055762,0.042623,0.082996,0.039441,0.024431,0.032596,0.072942,0.063861,0.098487,0.033828,0.089755,0.013607,0.041079,0.000547,0.078331,0.077434,0.029373,0.011463,0.086547,0.072104,0.004916,0.044917,0.098646,0.070797,0.021090,0.047390,0.086515,0.009391,0.009960,0.038283,0.030169,0.065708,0.080906,0.013169,0.005154,0.005346,0.045768,0.078087,0.069208,0.044249,
0.011911,0.058963,0.057866,0.052993,0.059503,0.036189,0.030439,0.088872,0.047657,0.016978,0.060973,0.052567,0.061896,0.059620,0.023365,0.082983,0.007010,0.009882,0.092378,0.016962,0.048175,0.022549,0.082676,0.029090,0.035718,0.087832,0.034421,0.081489,0.065912,0.003631,0.025743,0.077826,0.062591,0.083615,0.030821,0.022096,0.019796,0.061242,0.010969,0.067459,0.078224,0.071949,0.020033,0.040115,0.031569,0.043397,0.023105,0.038576,0.053282,0.015479,0.055542,0.001458,0.038020,0.038219,0.030543,0.073738,0.026044,0.064966,0.055228,0.091956,0.068599,0.080977,0.069785,0.031197,0.064591,0.000599,0.053296,0.084386,0.061844,0.064270,0.051852,0.040071,0.036217,0.071883,0.080187,0.067777,0.015285,0.003281,0.006355,0.068577,0.018769,0.061893,0.070029,0.056788,0.000114,0.000574,0.030531,0.026155,0.065540,0.085748,0.018118,0.034136,0.066734,0.087898,0.065332,0.031326,0.088497,0.018623,0.015718,0.050344,
0.082899,0.067567,0.090417,0.019112,0.039451,0.070608,0.086898,0.054743,0.073896,0.093243,0.023313,0.092653,0.055144,0.093341,0.049436,0.055258,0.093913,0.079960,0.081411,0.059444,0.065719,0.099527,0.093584,0.032458,0.087432,0.058921,0.063775,0.075930,0.077538,0.079486,0.026277,0.060436,0.047054,0.016698,0.079550,0.086510,0.087299,0.066442,0.041254,0.061202,0.059686,0.064561,0.053853,0.014833,0.057908,0.003293,0.070096,0.051814,0.083264,0.051508,0.011264,0.048981,0.051036,0.004853,0.081438,0.038466,0.063763,0.045209,0.014398,0.041306,0.024701,0.040677,0.001740,0.071758,0.057373,0.081294,0.058264,0.044668,0.047743,0.099516,0.005872,0.007430,0.064082,0.059729,0.022254,0.021977,0.063025,0.092348,0.073794,0.046284,0.043863,0.085060,0.095263,0.094894,0.089911,0.076703,0.033360,0.053676,0.021911,0.047751,0.094983,0.046621,0.088436,0.096726,0.018378,0.045806,0.078016,0.076644,0.090483,0.025759,
0.076162,0.096349,0.033184,0.040241,0.056079,0.055444,0.062211,0.019100,0.047797,0.036009,0.065393,0.091647,0.021073,0.060652,0.086540,0.010979,0.037355,0.019903,0.064649,0.059273,0.067658,0.059639,0.005887,0.056086,0.056360,0.024256,0.001883,0.034388,0.000909,0.092366,0.060139,0.077067,0.088723,0.093326,0.017304,0.044791,0.048780,0.079518,0.063902,0.096561,0.015526,0.029287,0.088221,0.036605,0.089945,0.074766,0.047578,0.027295,0.094663,0.012234,0.086575,0.062318,0.071861,0.092453,0.018410,0.028228,0.016711,0.020299,0.062606,0.017630,0.012661,0.022752,0.094692,0.001387,0.016087,0.012000,0.046187,0.064857,0.091520,0.010084,0.061419,0.007055,0.039367,0.049647,0.043658,0.029315,0.024406,0.091238,0.056622,0.019073,0.003476,0.043193,0.081400,0.075337,0.035636,0.099797,0.003570,0.052354,0.020096,0.066183,0.069973,0.032760,0.088932,0.064661,0.034146,0.005011,0.076667,0.080338,0.069873,0.068185,
0.090512,0.031357,0.075327,0.029885,0.081041,0.018965,0.059169,0.005425,0.010205,0.015790,0.024488,0.013686,0.058970,0.005877,0.089050,0.094648,0.005673,0.092593,0.046958,0.025775,0.058728,0.016930,0.058490,0.047716,0.081599,0.092664,0.052709,0.058273,0.073035,0.022572,0.026487,0.063442,0.053892,0.001717,0.093217,0.034820,0.020641,0.052358,0.040154,0.030795,0.068057,0.064605,0.044400,0.026998,0.070363,0.033346,0.021546,0.076020,0.025851,0.068450,0.001699,0.084544,0.085285,0.060151,0.032257,0.066846,0.052710,0.084839,0.025087,0.025660,0.007377,0.051528,0.089069,0.061238,0.053162,0.082196,0.095947,0.073755,0.034476,0.036074,0.004459,0.002434,0.000561,0.048823,0.029377,0.070911,0.082076,0.050820,0.046827,0.007885,0.019176,0.048409,0.092411,0.004432,0.008516,0.024540,0.071184,0.061215,0.009352,0.096240,0.086844,0.016685,0.047668,0.075806,0.077817,0.000791,0.057915,0.073733,0.074453,0.092359,
0.009684,0.078791,0.094681,0.010192,0.027535,0.023948,0.080996,0.009553,0.074705,0.027756,0.017365,0.093811,0.076114,0.009705,0.098155,0.084580,0.034196,0.069287,0.045672,0.043473,0.065411,0.032433,0.060069,0.013036,0.008155,0.037827,0.013719,0.066001,0.011481,0.088095,0.058280,0.021134,0.066874,0.052916,0.031264,0.094362,0.076861,0.012271,0.003857,0.051538,0.039967,0.021200,0.045294,0.016062,0.030847,0.043398,0.000580,0.065017,0.012642,0.046243,0.008456,0.078050,0.078615,0.068505,0.091072,0.086749,0.006283,0.004744,0.052743,0.017725,0.092816,0.011000,0.038840,0.059660,0.063873,0.070066,0.053968,0.040713,0.082277,0.057805,0.092190,0.022196,0.078965,0.037476,0.038234,0.009803,0.080827,0.038775,0.074774,0.093438,0.084967,0.083172,0.071476,0.063560,0.051650,0.062487,0.050273,0.057926,0.067207,0.002988,0.075643,0.060002,0.013934,0.014432,0.019623,0.077783,0.084466,0.073576,0.018442,0.066714,
0.031299,0.010553,0.088845,0.010226,0.047978,0.027038,0.019977,0.028775,0.065758,0.094705,0.022197,0.050690,0.077849,0.093628,0.014215,0.029459,0.056106,0.064452,0.087344,0.023290,0.067403,0.062935,0.083259,0.081304,0.077329,0.002840,0.059040,0.061758,0.076373,0.077442,0.028433,0.007671,0.088005,0.017273,0.017894,0.035981,0.044306,0.037871,0.064749,0.010070,0.032571,0.086944,0.060765,0.010414,0.080578,0.074978,0.039880,0.036684,0.039421,0.027216,0.059968,0.006824,0.090150,0.043224,0.088118,0.067492,0.046066,0.047166,0.029236,0.022438,0.024605,0.057670,0.030119,0.012612,0.074948,0.048016,0.048592,0.019244,0.085891,0.013341,0.029316,0.018457,0.000285,0.090079,0.028875,0.080864,0.065052,0.068749,0.017535,0.004476,0.095968,0.077505,0.011293,0.086130,0.020726,0.099416,0.053613,0.066789,0.046587,0.082858,0.089235,0.071188,0.040520,0.019346,0.083794,0.015464,0.067370,0.032383,0.034722,0.053250,
